ENSG00000000003.14	510
ENSG00000000005.5	0
ENSG00000000419.12	1316
ENSG00000000457.13	132
ENSG00000000460.16	703
ENSG00000000938.12	0
ENSG00000000971.15	42
ENSG00000001036.13	2040
ENSG00000001084.10	860
ENSG00000001167.14	643
ENSG00000001460.17	121
ENSG00000001461.16	542
ENSG00000001497.16	2898
ENSG00000001561.6	530
ENSG00000001617.11	100
ENSG00000001626.14	1
ENSG00000001629.9	339
ENSG00000001630.15	979
ENSG00000001631.15	277
ENSG00000002016.17	82
ENSG00000002330.13	585
ENSG00000002549.12	1659
ENSG00000002586.18	0
ENSG00000002586.18_PAR_Y	0
ENSG00000002587.9	29
ENSG00000002726.20	0
ENSG00000002745.12	2
ENSG00000002746.14	132
ENSG00000002822.15	2031
ENSG00000002834.17	4464
ENSG00000002919.14	334
ENSG00000002933.7	0
ENSG00000003056.7	2670
ENSG00000003096.13	508
ENSG00000003137.8	34
ENSG00000003147.17	115
ENSG00000003249.13	637
ENSG00000003393.14	534
ENSG00000003400.14	8
ENSG00000003402.19	251
ENSG00000003436.14	570
ENSG00000003509.15	368
ENSG00000003756.16	1365
ENSG00000003987.13	0
ENSG00000003989.16	137
ENSG00000004059.10	2640
ENSG00000004139.13	262
ENSG00000004142.11	2235
ENSG00000004399.12	1588
ENSG00000004455.16	947
ENSG00000004468.12	0
ENSG00000004478.7	5016
ENSG00000004487.15	5779
ENSG00000004534.14	891
ENSG00000004660.14	163
ENSG00000004700.15	2596
ENSG00000004766.15	438
ENSG00000004776.11	0
ENSG00000004777.18	28
ENSG00000004779.9	3854
ENSG00000004799.7	13
ENSG00000004809.13	0
ENSG00000004838.13	2
ENSG00000004846.16	0
ENSG00000004848.7	4
ENSG00000004864.13	2034
ENSG00000004866.19	385
ENSG00000004897.11	1354
ENSG00000004939.13	0
ENSG00000004948.13	1
ENSG00000004961.14	1185
ENSG00000004975.11	1576
ENSG00000005001.9	0
ENSG00000005007.12	3788
ENSG00000005020.12	2287
ENSG00000005022.5	10794
ENSG00000005059.15	676
ENSG00000005073.5	20
ENSG00000005075.15	181
ENSG00000005100.12	1139
ENSG00000005102.12	1
ENSG00000005108.15	24
ENSG00000005156.11	1315
ENSG00000005175.9	1928
ENSG00000005187.11	1
ENSG00000005189.19	100
ENSG00000005194.14	658
ENSG00000005206.16	231
ENSG00000005238.19	69
ENSG00000005243.9	114
ENSG00000005249.12	274
ENSG00000005302.17	697
ENSG00000005339.14	1357
ENSG00000005379.15	0
ENSG00000005381.7	0
ENSG00000005421.8	0
ENSG00000005436.13	431
ENSG00000005448.16	1218
ENSG00000005469.11	400
ENSG00000005471.15	60
ENSG00000005483.20	378
ENSG00000005486.16	727
ENSG00000005513.9	0
ENSG00000005700.14	82
ENSG00000005801.16	499
